0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-2.970100183942340349e-02,-1.730757291892186830e-04
-2.920995937097839446e-02,-2.735318689764907880e-04
-6.716805601771724810e-02,-3.502316327950752927e-04
-6.544986175811677576e-02,-3.895674433975871527e-04
-5.601595078857152243e-02,-3.620833996836269838e-04
-1.206878432197824869e-01,-2.428656220033358949e-04
-1.026515213408969174e-01,-1.969214455808081926e-04
-1.865953335766601662e-01,-1.303948920260667533e-05
-5.272296661773832049e-01,-2.673058954648496188e-01
-5.600520076207947673e-01,-3.321818726325462823e-01
-6.200337319814712700e-01,-4.124898632348166783e-01
-6.381312436215808015e-01,-4.761122011889722394e-01
-7.739687854784325083e-01,-5.734747504343657987e-01
-6.035056561681443332e-01,-7.707436147916049141e-01
-4.626548634441086105e-01,-6.072363216133469521e-01
-7.782626595342323483e-02,-4.902629660225472086e-01
5.492128684995637583e-02,-4.542390650599869573e-01
5.891226205808139937e-01,-2.299568541948447120e-01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.980199152669551849e-02,-1.419494139145374028e-04
-2.920995491076986902e-02,-1.527571170700222432e-04
-5.697663172188923569e-02,-1.858269467927421269e-04
-4.708076371615384920e-02,-1.545193997554197818e-04
-4.640398370160371544e-03,-3.420698669120005535e-05
-5.493831666205269831e-02,3.444770715935301108e-05
-7.203202303881835189e-02,1.390023238677419459e-04
-7.695138673137613683e-02,2.895856830940022339e-04
-4.462748080355090630e-01,-3.254737395742001160e-01
-5.037621272569949848e-01,-3.930107820614831549e-01
-2.591963615770439544e-01,-4.568222829670764429e-01
-3.664750550157380160e-01,-5.080376828918629073e-01
-2.901071242312368015e-01,-5.434590645559511657e-01
-9.373942919633022897e-02,-3.616420066334983252e-01
1.536080658163172519e-01,-3.457314257599191643e-01
3.465851842321851506e-01,-2.345084451837488593e-01
6.696494527658132245e-01,-3.443399127274699434e-01
9.134534398117881704e-01,-1.570568066160731302e-01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-3.036610178801091992e-02,-1.062835677263631798e-04
-3.948634426794801061e-02,-1.106865545016744797e-04
-5.725531342596196921e-02,-1.454457419031289251e-04
-7.565640415368216076e-02,-1.351118804646199824e-04
-5.510469228892374977e-02,-1.268541661199112927e-05
-9.170422560031145712e-03,6.616852974267437612e-05
-1.756605215029409528e-02,1.746492575995983374e-04
-5.311516004633980159e-02,2.996387027437999125e-04
-4.147318701003090968e-01,-3.530468468746676969e-01
-2.501851041281729082e-01,-3.993555575330839935e-01
-2.797724913959330206e-01,-4.277835689142635012e-01
-6.012690902052623965e-02,-4.941793529187988865e-01
-2.594640565425291312e-01,-4.298578343351224795e-01
-1.628134879741590935e-01,-4.137400545566958243e-01
1.581634165441843098e-01,-2.073326666774662486e-01
4.118351023121210597e-01,-2.450071055571990952e-01
7.333115806538483827e-01,-2.716616791747564763e-01
9.026332338838435332e-01,-9.561792499119550759e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-9.209953207818017892e-03,-1.044184207071579965e-04
-1.000000000000000021e-02,-1.254621404524975184e-04
-1.269797325893149385e-02,-1.531164158306678211e-04
-2.711747856421897751e-02,-1.041518328817909463e-04
-3.652498351929266140e-02,-1.310227887751652094e-05
-2.798484647620752552e-02,1.173426940052627385e-04
-5.313218630244270768e-02,2.326713333643480304e-04
